Time,drop_1
2022-01-23T23:45:24.000+08:00,102.38403665134346
2022-01-24T00:31:25.000+08:00,86.38903000075376
2022-01-24T01:40:42.000+08:00,91.7640070161559
2022-01-24T02:30:58.000+08:00,90.57923007984807
2022-01-24T03:16:00.000+08:00,87.3882083276487
2022-01-24T04:15:18.000+08:00,92.36477219931261
2022-01-24T04:44:04.000+08:00,88.71043184300265
2022-01-24T04:46:07.000+08:00,99.4050528682477
2022-01-24T05:46:26.000+08:00,97.37442190481119
2022-01-24T06:29:04.000+08:00,102.95635701788856
2022-01-24T06:43:25.000+08:00,100.5096315336596
2022-01-24T07:35:07.000+08:00,89.15141512539793
2022-01-24T08:41:28.000+08:00,99.71263872011075
2022-01-24T09:04:56.000+08:00,101.30293669202226
2022-01-24T11:02:43.000+08:00,105.22636834670774
2022-01-24T11:03:02.000+08:00,87.33626532338778
2022-01-24T11:21:59.000+08:00,95.41787506153383
2022-01-24T13:38:03.000+08:00,102.7002760747647
2022-01-24T13:39:57.000+08:00,115.96333650355419
2022-01-24T15:06:12.000+08:00,94.13911701770904
2022-01-24T15:13:10.000+08:00,102.92095203658668
2022-01-24T15:41:25.000+08:00,92.65605044437412
2022-01-24T16:23:06.000+08:00,107.43717022299316
2022-01-24T17:03:23.000+08:00,97.63941664841387
2022-01-24T18:24:36.000+08:00,94.36939260398856
2022-01-24T18:46:02.000+08:00,100.07819625425495
2022-01-24T20:06:57.000+08:00,114.82954342383803
2022-01-24T20:29:01.000+08:00,92.53415157172398
2022-01-24T21:14:58.000+08:00,87.60481965605895
2022-01-24T21:21:04.000+08:00,110.22536950382137
2022-01-24T22:26:52.000+08:00,101.53903512036388
2022-01-24T22:36:39.000+08:00,83.75096909617422
2022-01-24T22:59:01.000+08:00,101.62025308179346
2022-01-25T00:25:51.000+08:00,83.07878196257718
2022-01-25T01:06:03.000+08:00,85.67063050770145
2022-01-25T01:56:22.000+08:00,81.58676821000651
2022-01-25T02:00:50.000+08:00,88.59508712569821
2022-01-25T04:09:46.000+08:00,90.39898692937118
2022-01-25T04:14:29.000+08:00,105.514755197765
2022-01-25T05:14:03.000+08:00,94.57342901073487
2022-01-25T05:18:55.000+08:00,112.32910188388759
2022-01-25T06:19:26.000+08:00,91.69682400481152
2022-01-25T06:39:44.000+08:00,91.37449965490514
2022-01-25T07:19:36.000+08:00,97.3135908183308
2022-01-25T07:43:33.000+08:00,88.96698683112713
2022-01-25T09:56:02.000+08:00,89.70036830924795
2022-01-25T10:38:38.000+08:00,93.90959507541972
2022-01-25T11:44:17.000+08:00,96.71863752321822
2022-01-25T12:01:17.000+08:00,110.08668084490883
2022-01-25T12:07:11.000+08:00,97.9923377973259
2022-01-25T13:24:45.000+08:00,96.51315000198203
2022-01-25T13:48:47.000+08:00,103.29235207728543
2022-01-25T14:04:54.000+08:00,84.86976849782596
2022-01-25T15:18:21.000+08:00,100.47196468770865
2022-01-25T16:37:20.000+08:00,104.4508463241315
2022-01-25T16:50:30.000+08:00,87.22223683455297
2022-01-25T16:54:31.000+08:00,78.49422694631627
2022-01-25T17:54:54.000+08:00,102.68559014665334
2022-01-25T18:06:30.000+08:00,89.48410693938426
2022-01-25T19:21:12.000+08:00,96.71649018052672
2022-01-25T19:39:26.000+08:00,82.81172121575496
2022-01-25T21:01:15.000+08:00,107.30989975585187
2022-01-25T21:43:07.000+08:00,91.63572151784206
2022-01-25T23:15:34.000+08:00,92.83202283640343
2022-01-25T23:24:43.000+08:00,93.41952607526905
2022-01-25T23:35:32.000+08:00,99.05239417062457
2022-01-26T01:51:51.000+08:00,102.66400967578689
2022-01-26T03:07:49.000+08:00,77.69209967026211
2022-01-26T03:45:32.000+08:00,97.21526536925221
2022-01-26T03:48:59.000+08:00,106.56483310141498
2022-01-26T04:26:04.000+08:00,90.55811642512467
2022-01-26T04:34:48.000+08:00,104.29284820055172
2022-01-26T06:09:37.000+08:00,91.53364411022287
2022-01-26T06:29:50.000+08:00,98.43129153807419
2022-01-26T07:05:15.000+08:00,92.72107558645439
2022-01-26T07:09:00.000+08:00,87.72503726400087
2022-01-26T09:07:14.000+08:00,102.00383184915606
2022-01-26T09:51:35.000+08:00,88.21041959968812
2022-01-26T10:03:46.000+08:00,78.37918642183485
2022-01-26T10:37:50.000+08:00,73.23260742860128
2022-01-26T12:20:36.000+08:00,119.4215741357067
2022-01-26T12:51:22.000+08:00,75.66244046080311
2022-01-26T12:54:27.000+08:00,89.45120987387897
2022-01-26T13:44:46.000+08:00,103.99584935154056
2022-01-26T13:53:07.000+08:00,81.42138664043758
2022-01-26T14:10:27.000+08:00,89.55686005479778
2022-01-26T16:59:27.000+08:00,98.00720606875883
2022-01-26T17:52:55.000+08:00,79.57300139275264
2022-01-26T18:04:07.000+08:00,93.94915359853458
2022-01-26T18:09:28.000+08:00,96.33692419251192
2022-01-26T19:11:34.000+08:00,102.71494910954559
2022-01-26T19:31:26.000+08:00,81.8310974856949
2022-01-26T20:14:50.000+08:00,88.8394364714496
2022-01-26T20:17:30.000+08:00,95.08741912295285
2022-01-26T22:42:01.000+08:00,83.27154928650754
2022-01-26T23:08:50.000+08:00,68.97333857401391
2022-01-26T23:18:10.000+08:00,58.54983476492194
2022-01-27T00:13:52.000+08:00,90.24914094082668
2022-01-27T00:32:49.000+08:00,94.45946675302885
2022-01-27T01:30:59.000+08:00,97.89338984627972
2022-01-27T02:17:21.000+08:00,72.33333831432452
2022-01-27T03:15:14.000+08:00,112.10592889251129
2022-01-27T03:59:04.000+08:00,88.17039656275269
2022-01-27T04:46:21.000+08:00,109.23828154843184
2022-01-27T06:13:13.000+08:00,74.2317355490733
2022-01-27T06:34:19.000+08:00,65.10801981263965
2022-01-27T06:35:39.000+08:00,92.36497954295827
2022-01-27T07:16:52.000+08:00,112.42056165342436
2022-01-27T09:23:11.000+08:00,81.28572566432659
2022-01-27T10:24:37.000+08:00,94.45081258120324
2022-01-27T10:40:44.000+08:00,85.01199499731742
2022-01-27T11:12:18.000+08:00,90.38801503593494
2022-01-27T11:20:26.000+08:00,94.53889191157559
2022-01-27T11:34:21.000+08:00,87.96028102515054
2022-01-27T12:41:53.000+08:00,92.14971072700614
2022-01-27T12:48:11.000+08:00,76.0712516838729
2022-01-27T14:14:57.000+08:00,101.93313022479353
2022-01-27T14:31:59.000+08:00,79.76882838663137
2022-01-27T15:38:44.000+08:00,82.44115468836448
2022-01-27T16:22:05.000+08:00,90.92065261845569
2022-01-27T18:04:26.000+08:00,93.10219605870881
2022-01-27T18:45:09.000+08:00,95.3644907620309
2022-01-27T19:50:57.000+08:00,91.20706503294714
2022-01-27T19:58:21.000+08:00,101.35745045470544
2022-01-27T20:58:33.000+08:00,85.89301025367801
2022-01-27T21:52:29.000+08:00,79.07671975495654
2022-01-27T22:06:01.000+08:00,101.68444081417148
2022-01-27T22:24:57.000+08:00,78.02824708800294
2022-01-27T22:50:15.000+08:00,87.37391177549097
2022-01-27T23:41:53.000+08:00,66.05157696851444
2022-01-28T00:57:17.000+08:00,81.76188392196515
2022-01-28T01:56:58.000+08:00,78.70239014318844
2022-01-28T02:21:20.000+08:00,74.48855928053231
2022-01-28T03:25:03.000+08:00,92.22342003401123
2022-01-28T04:03:39.000+08:00,75.80369317926356
2022-01-28T04:06:51.000+08:00,103.87041675109988
2022-01-28T04:15:00.000+08:00,74.88608579594325
2022-01-28T06:18:27.000+08:00,81.03208104491543
2022-01-28T06:19:01.000+08:00,79.17718869172222
2022-01-28T06:22:07.000+08:00,74.10724582670868
2022-01-28T08:39:07.000+08:00,83.08241241575088
2022-01-28T08:52:11.000+08:00,84.28135078239077
2022-01-28T10:38:53.000+08:00,77.24709906528938
2022-01-28T11:00:51.000+08:00,99.72391402339542
2022-01-28T11:50:14.000+08:00,89.48166588171958
2022-01-28T12:15:15.000+08:00,61.75661457280384
2022-01-28T12:19:15.000+08:00,79.4471385523246
2022-01-28T12:46:06.000+08:00,81.05222183984178
2022-01-28T15:56:04.000+08:00,72.81559538299402
2022-01-28T16:05:52.000+08:00,93.41039130689155
2022-01-28T16:47:33.000+08:00,82.35937495894977
2022-01-28T16:48:46.000+08:00,87.90810078328222
2022-01-28T17:11:06.000+08:00,101.64600243996924
2022-01-28T17:26:16.000+08:00,93.0190334453102
2022-01-28T19:21:11.000+08:00,83.64377283251926
2022-01-28T19:22:39.000+08:00,76.95370510526742
2022-01-28T19:23:23.000+08:00,91.23288269497912
2022-01-28T20:40:12.000+08:00,86.1491752544971
2022-01-28T21:17:55.000+08:00,83.69581660483274
2022-01-28T21:45:27.000+08:00,71.76530621527603
2022-01-28T23:20:37.000+08:00,93.46964997751431
2022-01-28T23:36:53.000+08:00,74.96700522370561
2022-01-29T00:43:31.000+08:00,81.66986091239
2022-01-29T01:37:36.000+08:00,79.58351209505767
2022-01-29T01:42:10.000+08:00,86.06898533433707
2022-01-29T02:11:39.000+08:00,69.1152829065387
2022-01-29T04:39:59.000+08:00,109.01741694906198
2022-01-29T05:40:08.000+08:00,66.66521457627069
2022-01-29T05:46:34.000+08:00,79.28700113641374
2022-01-29T06:12:08.000+08:00,87.91597197011569
2022-01-29T07:11:07.000+08:00,77.82107144489356
2022-01-29T07:12:23.000+08:00,90.41963045492218
2022-01-29T07:31:02.000+08:00,75.02009081354223
2022-01-29T08:42:56.000+08:00,69.86340574028907
2022-01-29T10:00:14.000+08:00,95.54846177038215
2022-01-29T10:15:16.000+08:00,89.17657339287719
2022-01-29T11:57:02.000+08:00,81.75927499837115
2022-01-29T12:52:17.000+08:00,60.23291064190714
2022-01-29T12:55:28.000+08:00,96.22198340282551
2022-01-29T13:28:27.000+08:00,71.78443128748421
2022-01-29T14:18:40.000+08:00,57.94926449014413
2022-01-29T14:21:41.000+08:00,80.36026577274318
2022-01-29T14:26:22.000+08:00,68.92296593901071
2022-01-29T15:17:04.000+08:00,79.80140899499908
2022-01-29T17:45:53.000+08:00,74.28420601282802
2022-01-29T17:48:51.000+08:00,91.32822274710246
2022-01-29T18:15:13.000+08:00,93.29177180822579
2022-01-29T18:56:30.000+08:00,95.20051016156965
2022-01-29T20:37:08.000+08:00,89.78572807766446
2022-01-29T20:37:50.000+08:00,67.58355368820555
2022-01-29T21:14:00.000+08:00,86.83517431757762
2022-01-29T22:35:04.000+08:00,85.35247917077449
2022-01-29T22:50:58.000+08:00,83.85367307692012
2022-01-30T00:06:18.000+08:00,87.13773551840258
2022-01-30T00:17:04.000+08:00,83.688722210854
2022-01-30T00:39:01.000+08:00,86.0059071199303
2022-01-30T00:44:21.000+08:00,82.94134452261612
2022-01-30T01:24:59.000+08:00,76.38023159956957
2022-01-30T03:04:57.000+08:00,79.32210983125468
2022-01-30T03:54:55.000+08:00,76.50978091995582
2022-01-30T04:57:52.000+08:00,59.212987019583615
2022-01-30T06:18:53.000+08:00,85.37653446635515
2022-01-30T06:59:23.000+08:00,65.92403194840062
2022-01-30T07:39:54.000+08:00,67.68171838805176
2022-01-30T07:53:03.000+08:00,76.13721391319142
2022-01-30T08:01:58.000+08:00,64.40071903840145
2022-01-30T08:07:11.000+08:00,94.79227796167186
