Time,drop_2
2022-01-23T23:26:22.000+08:00,2052.3719420199127
2022-01-23T23:47:29.000+08:00,2006.7336144787662
2022-01-24T00:49:44.000+08:00,2033.5408573849134
2022-01-24T02:33:22.000+08:00,2042.1255100278938
2022-01-24T03:10:45.000+08:00,2006.8325287491148
2022-01-24T03:33:49.000+08:00,1981.2955985698482
2022-01-24T05:35:49.000+08:00,1993.6171852718794
2022-01-24T05:41:51.000+08:00,1977.418816469837
2022-01-24T06:12:02.000+08:00,1944.2517067748465
2022-01-24T06:22:42.000+08:00,1963.3118626147989
2022-01-24T07:10:41.000+08:00,1979.0018309340862
2022-01-24T08:01:54.000+08:00,1980.3959288281753
2022-01-24T09:15:38.000+08:00,1973.4841900819054
2022-01-24T09:35:29.000+08:00,1999.5669576126004
2022-01-24T09:44:05.000+08:00,1952.5375480476716
2022-01-24T11:15:44.000+08:00,1996.769552891523
2022-01-24T11:49:47.000+08:00,2031.0601781347254
2022-01-24T11:56:50.000+08:00,1955.8298297962067
2022-01-24T13:14:35.000+08:00,1965.044539102804
2022-01-24T14:34:03.000+08:00,1970.6189744273256
2022-01-24T14:50:26.000+08:00,1999.469735812043
2022-01-24T15:43:39.000+08:00,1934.9928342806459
2022-01-24T16:42:10.000+08:00,2068.0985310508954
2022-01-24T17:41:18.000+08:00,2002.8583396432896
2022-01-24T17:56:51.000+08:00,2026.8032847927918
2022-01-24T18:40:38.000+08:00,2000.6448733904936
2022-01-24T19:28:12.000+08:00,1973.570336612178
2022-01-24T19:49:35.000+08:00,1984.4199363967077
2022-01-24T20:43:32.000+08:00,1957.869286033684
2022-01-24T21:50:02.000+08:00,1945.0629998252757
2022-01-24T22:26:31.000+08:00,1975.825782663736
2022-01-24T22:42:51.000+08:00,2021.637410148744
2022-01-24T23:12:02.000+08:00,2006.9462736161136
2022-01-25T00:35:55.000+08:00,1957.7539002529873
2022-01-25T01:23:42.000+08:00,1983.2269502488953
2022-01-25T01:42:54.000+08:00,1941.9087596429804
2022-01-25T02:15:13.000+08:00,1979.4520003383477
2022-01-25T03:36:21.000+08:00,2023.9351463753871
2022-01-25T04:25:39.000+08:00,2005.9649409339656
2022-01-25T05:13:15.000+08:00,1985.0780595507736
2022-01-25T06:05:11.000+08:00,1910.8658489302284
2022-01-25T07:08:07.000+08:00,1955.0168149551698
2022-01-25T07:10:36.000+08:00,1973.9780563376175
2022-01-25T08:44:58.000+08:00,1916.7934525321468
2022-01-25T09:14:40.000+08:00,1917.3001538333478
2022-01-25T09:18:24.000+08:00,1961.9689409230705
2022-01-25T10:50:35.000+08:00,1932.7463264714559
2022-01-25T11:29:24.000+08:00,1925.586612208485
2022-01-25T11:54:52.000+08:00,1965.4986971534918
2022-01-25T12:12:21.000+08:00,1883.964144830853
2022-01-25T12:45:02.000+08:00,1991.5252120907678
2022-01-25T13:38:09.000+08:00,1941.8721605071328
2022-01-25T14:11:59.000+08:00,1928.9485156203098
2022-01-25T15:04:33.000+08:00,1929.625041111405
2022-01-25T15:51:08.000+08:00,1937.0587209873806
2022-01-25T17:18:58.000+08:00,1992.383430078079
2022-01-25T17:29:13.000+08:00,1963.822637356725
2022-01-25T17:35:28.000+08:00,1962.9012723064293
2022-01-25T18:39:46.000+08:00,1968.873524071669
2022-01-25T19:47:15.000+08:00,1965.9552147251857
2022-01-25T20:06:34.000+08:00,1913.664217342986
2022-01-25T21:18:55.000+08:00,1913.2922481556143
2022-01-25T22:01:04.000+08:00,1977.0561615572785
2022-01-25T23:05:07.000+08:00,1890.594538209923
2022-01-25T23:45:48.000+08:00,1897.9652744604514
2022-01-26T00:03:47.000+08:00,1927.313324819621
2022-01-26T00:05:58.000+08:00,1895.9281331038833
2022-01-26T01:34:30.000+08:00,1902.7785252237509
2022-01-26T01:53:47.000+08:00,1948.7927620223802
2022-01-26T02:58:08.000+08:00,1966.8541873607153
2022-01-26T03:26:31.000+08:00,1936.2854080894979
2022-01-26T04:57:10.000+08:00,1917.4040370052385
2022-01-26T05:42:35.000+08:00,1915.6327743441514
2022-01-26T06:40:26.000+08:00,1915.7247441332597
2022-01-26T07:54:42.000+08:00,1911.4064742916596
2022-01-26T08:24:24.000+08:00,1898.2856664452806
2022-01-26T08:51:25.000+08:00,1969.5700281652246
2022-01-26T10:43:15.000+08:00,1930.7585775670998
2022-01-26T10:44:53.000+08:00,1921.1888084612065
2022-01-26T11:07:53.000+08:00,1907.0645513147
2022-01-26T12:06:03.000+08:00,1902.053390696376
2022-01-26T12:10:21.000+08:00,1919.1020740768615
2022-01-26T13:39:15.000+08:00,1871.243683759426
2022-01-26T13:56:55.000+08:00,1920.4418032989588
2022-01-26T14:07:58.000+08:00,1911.54260895845
2022-01-26T14:59:45.000+08:00,1853.6828342526874
2022-01-26T16:09:13.000+08:00,1999.46210712138
2022-01-26T17:36:05.000+08:00,1890.336416956638
2022-01-26T18:02:05.000+08:00,1909.4370150883337
2022-01-26T18:25:42.000+08:00,1967.1684721241309
2022-01-26T19:19:53.000+08:00,1918.7768890934854
2022-01-26T20:04:49.000+08:00,1889.5405836260904
2022-01-26T20:17:03.000+08:00,1897.4161914101667
2022-01-26T22:21:34.000+08:00,1844.774230397443
2022-01-26T22:28:14.000+08:00,1889.1844411436664
2022-01-26T22:45:35.000+08:00,1922.234498983329
2022-01-26T23:07:07.000+08:00,1857.9360521798465
2022-01-27T00:31:55.000+08:00,1925.5317159687202
2022-01-27T00:52:27.000+08:00,1881.7515240396185
2022-01-27T01:34:46.000+08:00,1887.767821990543
2022-01-27T02:12:36.000+08:00,1891.040198846658
