Time,rise_3
2022-01-24T00:35:46.000+08:00,1019.4532508942003
2022-01-24T01:10:06.000+08:00,1027.6834097185497
2022-01-24T01:14:20.000+08:00,1011.1072095480681
2022-01-24T02:00:28.000+08:00,983.4727309636786
2022-01-24T02:23:25.000+08:00,1025.4762928622065
2022-01-24T02:44:24.000+08:00,1022.7576218620353
2022-01-24T04:18:37.000+08:00,1007.855450603485
2022-01-24T05:03:22.000+08:00,1040.9890958180858
2022-01-24T05:21:42.000+08:00,1026.9091739354258
2022-01-24T07:05:45.000+08:00,1039.7155861379724
2022-01-24T07:50:15.000+08:00,1010.4897205550914
2022-01-24T08:57:14.000+08:00,1097.6547556083717
2022-01-24T09:13:11.000+08:00,1056.0049124273721
2022-01-24T09:26:51.000+08:00,1025.7099346246898
2022-01-24T10:10:47.000+08:00,997.1668806091858
2022-01-24T10:36:50.000+08:00,998.3588179597266
2022-01-24T12:03:33.000+08:00,1032.6484328142196
2022-01-24T14:07:08.000+08:00,978.8104219005618
2022-01-24T14:24:01.000+08:00,1017.0261847322967
2022-01-24T14:36:10.000+08:00,1029.837290991324
2022-01-24T14:57:02.000+08:00,941.2828466052863
2022-01-24T15:59:06.000+08:00,1008.6427624757981
2022-01-24T16:06:58.000+08:00,1062.589488442701
2022-01-24T17:08:29.000+08:00,1090.469219143502
2022-01-24T18:03:25.000+08:00,1043.3273099641842
2022-01-24T18:56:41.000+08:00,1054.990677351646
2022-01-24T19:25:36.000+08:00,989.9873747994831
2022-01-24T19:47:36.000+08:00,1052.099448819631
2022-01-24T20:55:41.000+08:00,1032.036271789442
2022-01-24T21:00:56.000+08:00,998.9989093596024
2022-01-24T21:55:05.000+08:00,1069.3199483945418
2022-01-24T22:23:31.000+08:00,974.2647524636195
2022-01-24T23:40:42.000+08:00,1063.151393977592
2022-01-25T00:29:27.000+08:00,1103.7678827130987
2022-01-25T01:33:09.000+08:00,1068.6143034169597
2022-01-25T01:41:40.000+08:00,1029.1682154431003
2022-01-25T02:30:51.000+08:00,1047.9989541836144
2022-01-25T02:59:25.000+08:00,1060.588362131524
2022-01-25T04:50:25.000+08:00,1062.6824394383036
2022-01-25T05:17:25.000+08:00,1083.234712111367
2022-01-25T05:28:44.000+08:00,1024.1657208304584
2022-01-25T06:12:12.000+08:00,1039.34246698888
2022-01-25T06:19:00.000+08:00,1023.0842345559824
2022-01-25T08:41:23.000+08:00,1067.1473688418082
2022-01-25T08:50:06.000+08:00,1086.7365701271656
2022-01-25T09:42:33.000+08:00,1024.2572618054592
2022-01-25T10:26:39.000+08:00,1066.5313538253222
2022-01-25T11:31:46.000+08:00,1016.3778875849405
2022-01-25T11:57:46.000+08:00,1053.450261259027
2022-01-25T12:12:23.000+08:00,1044.8947376977005
2022-01-25T13:08:03.000+08:00,1018.7005302178194
2022-01-25T13:26:52.000+08:00,1082.662234510823
2022-01-25T14:28:03.000+08:00,1094.0743010004605
2022-01-25T15:08:08.000+08:00,1074.9033389433534
2022-01-25T15:35:15.000+08:00,1078.1634428915409
2022-01-25T15:58:37.000+08:00,1017.325390812038
2022-01-25T18:08:02.000+08:00,1025.7017728407218
2022-01-25T18:26:20.000+08:00,1042.846059019431
2022-01-25T20:08:49.000+08:00,1052.0844510167024
2022-01-25T20:36:43.000+08:00,1049.050984646951
2022-01-25T20:56:06.000+08:00,1040.5152439453352
2022-01-25T21:30:08.000+08:00,1086.2606474315035
2022-01-25T21:43:16.000+08:00,1012.97518955214
2022-01-25T22:29:48.000+08:00,1071.1738537718875
2022-01-25T23:43:29.000+08:00,1071.16365150743
2022-01-26T01:16:50.000+08:00,1077.61926928645
2022-01-26T01:28:33.000+08:00,1104.839580949844
2022-01-26T02:42:53.000+08:00,1064.035161325841
2022-01-26T03:05:10.000+08:00,1019.9498777920044
2022-01-26T03:15:54.000+08:00,1096.5030018654058
2022-01-26T04:27:26.000+08:00,1096.6187425078406
2022-01-26T05:25:27.000+08:00,1103.1017360067624
2022-01-26T05:37:46.000+08:00,1075.1208986723661
2022-01-26T05:56:16.000+08:00,1101.6108699146964
2022-01-26T07:41:18.000+08:00,1136.7580559000453
2022-01-26T07:51:51.000+08:00,1018.7281855141383
2022-01-26T07:54:27.000+08:00,1147.1615997373324
2022-01-26T09:02:40.000+08:00,1061.4476684816448
2022-01-26T10:25:11.000+08:00,1087.6694886379898
2022-01-26T10:25:57.000+08:00,1143.5401964483751
2022-01-26T10:58:07.000+08:00,1093.8606505322152
2022-01-26T12:20:44.000+08:00,1127.0697241532866
2022-01-26T12:37:08.000+08:00,1108.9280198814101
2022-01-26T13:38:52.000+08:00,989.2775670518976
2022-01-26T13:42:22.000+08:00,1126.7429880380457
2022-01-26T15:21:05.000+08:00,1117.7529475989995
2022-01-26T16:24:42.000+08:00,1151.1818128304128
2022-01-26T17:43:05.000+08:00,1078.8608076973073
2022-01-26T17:52:00.000+08:00,1128.3953970346868
2022-01-26T18:08:09.000+08:00,1079.3671020226052
2022-01-26T18:13:06.000+08:00,1080.0175919633289
2022-01-26T19:18:05.000+08:00,1097.4485241014133
2022-01-26T20:06:22.000+08:00,1101.6206841129256
2022-01-26T21:06:58.000+08:00,1118.9691744904376
2022-01-26T22:38:13.000+08:00,1093.152352804789
2022-01-26T22:45:02.000+08:00,1113.4939010123767
2022-01-27T00:01:32.000+08:00,1127.058757987881
2022-01-27T00:36:52.000+08:00,1157.9568050387845
2022-01-27T01:12:21.000+08:00,1073.1482229924966
2022-01-27T02:29:01.000+08:00,1106.483024317493
2022-01-27T03:11:15.000+08:00,1106.0661217600582
2022-01-27T03:57:36.000+08:00,1079.1319616604717
2022-01-27T04:01:16.000+08:00,1118.5918215875995
2022-01-27T04:06:08.000+08:00,1114.571419467683
2022-01-27T04:51:40.000+08:00,1144.779597074681
